serial_number,model,type,status,commissionning,last_inspection,certificate,infos,notes,column_id
314,standard,corporate,active,2017-01-24 17:18,2019-04-02 10:19,,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,114
315,excelium,residential,active,2019-03-04 14:26,2019-01-31 10:27,,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,115
316,excelium,corporate,active,2019-02-03 20:18,2019-01-19 10:08,,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,116
317,premium,residential,active,2017-10-21 04:39,2018-02-19 11:41,,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",117
318,standard,residential,active,2017-05-21 22:33,2019-03-30 15:07,,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",,118
319,excelium,residential,active,2019-03-26 01:54,2018-05-30 18:31,,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.","Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",119
320,excelium,commercial,active,2019-04-19 14:48,2019-06-30 14:40,,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,120
321,standard,residential,active,2016-09-17 10:35,2019-03-14 19:16,,Quisque ut erat.,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,121
322,standard,commercial,active,2016-08-29 01:13,2017-08-10 06:02,,Aliquam erat volutpat. In congue.,Integer ac neque.,122
323,standard,commercial,active,2018-12-16 15:25,2019-07-06 14:39,,Donec semper sapien a libero.,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",123
324,premium,corporate,active,2016-11-02 17:03,2019-06-18 21:11,,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Duis aliquam convallis nunc.,124
325,standard,corporate,active,2018-09-05 09:23,2017-08-24 01:00,,Nulla mollis molestie lorem. Quisque ut erat.,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,125
326,excelium,commercial,active,2018-05-08 14:26,2017-09-10 21:15,,Donec semper sapien a libero.,,126
327,standard,residential,active,2016-10-13 04:32,2018-02-14 19:30,,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",127
328,excelium,commercial,active,2017-10-29 01:33,2018-08-14 15:38,,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,128
329,premium,corporate,active,2018-09-18 08:43,2018-09-06 13:12,,Nunc purus.,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,129
330,standard,commercial,active,2017-11-07 05:48,2019-04-02 14:08,,Nunc rhoncus dui vel sem.,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,130
331,premium,corporate,active,2018-01-14 23:04,2017-11-02 20:52,,Integer ac leo. Pellentesque ultrices mattis odio.,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",131
332,excelium,residential,active,2018-02-16 09:11,2018-03-26 03:29,,Donec ut mauris eget massa tempor convallis.,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",132
333,excelium,corporate,active,2018-12-09 04:40,2018-04-19 01:38,,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,133
334,excelium,residential,active,2019-03-03 03:13,2018-10-01 06:31,,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,134
335,premium,commercial,active,2016-08-11 06:26,2018-07-10 02:43,,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.","Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",135
336,standard,corporate,active,2016-11-11 10:53,2018-10-05 03:19,,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",Praesent lectus.,136
337,standard,corporate,active,2019-05-13 21:20,2018-04-16 07:17,,Vivamus vel nulla eget eros elementum pellentesque.,Nulla ut erat id mauris vulputate elementum. Nullam varius.,137
338,excelium,corporate,active,2016-11-15 12:03,2019-01-14 22:30,,Pellentesque at nulla.,Sed ante. Vivamus tortor. Duis mattis egestas metus.,138
339,premium,residential,active,2016-11-11 23:36,2018-03-01 06:57,,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.","Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",139
340,premium,residential,active,2018-07-09 20:16,2018-12-24 11:24,,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",,140
341,premium,residential,active,2019-04-30 06:03,2018-04-11 09:25,,Nam dui.,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,141
342,standard,corporate,active,2017-05-26 04:22,2017-11-21 23:29,,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",,142
343,premium,residential,active,2018-12-24 13:59,2019-01-17 02:10,,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",,143
344,premium,corporate,active,2018-05-25 07:31,2017-09-03 02:28,,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,144
345,excelium,corporate,active,2017-03-14 23:47,2017-09-03 16:41,,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,145
346,standard,residential,active,2017-12-23 05:51,2019-03-31 04:08,,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",Quisque porta volutpat erat.,146
347,excelium,residential,active,2016-10-15 21:32,2018-08-27 06:14,,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,147
348,excelium,corporate,active,2017-02-10 21:01,2017-08-08 20:01,,Proin at turpis a pede posuere nonummy. Integer non velit.,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",148
349,standard,corporate,active,2017-08-23 22:42,2018-10-02 01:02,,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",Nunc rhoncus dui vel sem. Sed sagittis.,149
350,excelium,residential,active,2017-11-12 07:37,2019-03-12 09:43,,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,150
351,excelium,commercial,active,2017-02-03 11:55,2018-12-29 22:33,,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",151
352,standard,residential,active,2017-01-16 10:27,2018-11-30 14:10,,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",152
353,excelium,residential,active,2017-08-25 02:13,2018-11-11 06:10,,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Pellentesque ultrices mattis odio. Donec vitae nisi.,153
354,premium,residential,active,2019-06-09 00:35,2019-05-21 00:51,,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.","Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",154
355,excelium,commercial,active,2017-08-17 14:05,2019-05-22 21:43,,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,155
356,excelium,commercial,active,2018-12-24 22:51,2018-12-18 23:36,,Donec dapibus. Duis at velit eu est congue elementum.,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",156
357,excelium,residential,active,2019-04-10 05:59,2017-10-22 00:17,,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.","Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",157
358,standard,commercial,active,2019-04-16 06:08,2017-07-26 12:21,,Quisque ut erat.,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",158
359,premium,corporate,active,2016-10-04 20:23,2018-04-26 04:23,,Donec dapibus.,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,159
360,standard,corporate,active,2018-06-08 15:48,2019-04-27 07:53,,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,,160
361,standard,residential,active,2018-02-07 21:36,2018-08-10 18:47,,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,,161
362,excelium,residential,active,2016-12-28 10:48,2018-11-18 02:01,,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",Cras in purus eu magna vulputate luctus.,162
363,standard,residential,active,2017-12-04 08:11,2018-03-03 15:54,,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,,163
364,standard,residential,active,2018-04-26 07:00,2018-10-30 16:14,,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.","Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",164
365,standard,commercial,active,2018-05-04 10:21,2019-02-08 16:12,,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.","Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",165
366,standard,corporate,active,2019-03-18 08:29,2017-12-09 17:35,,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",Proin at turpis a pede posuere nonummy. Integer non velit.,166
367,premium,commercial,active,2017-12-26 22:18,2018-06-10 09:29,,Morbi vel lectus in quam fringilla rhoncus.,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",167
368,standard,residential,active,2019-04-28 03:41,2019-02-12 06:31,,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,Sed vel enim sit amet nunc viverra dapibus.,168
369,excelium,residential,active,2017-03-11 01:35,2018-03-20 20:03,,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",169
370,standard,residential,active,2016-09-14 02:03,2019-05-08 00:47,,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",170
371,premium,commercial,active,2017-02-07 02:05,2018-06-23 17:21,,Integer non velit.,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",171
372,standard,commercial,active,2017-12-22 14:25,2017-10-18 02:37,,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",Sed ante.,172
373,standard,corporate,active,2016-11-13 17:06,2018-12-12 08:58,,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,173
374,premium,residential,active,2019-06-04 16:18,2017-09-13 04:52,,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,,174
375,excelium,commercial,active,2018-05-14 21:06,2018-12-26 23:11,,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,Integer ac neque. Duis bibendum.,175
376,premium,corporate,active,2017-01-03 11:57,2019-01-23 08:27,,Etiam justo.,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",176
377,excelium,residential,active,2017-11-04 21:27,2018-04-02 16:04,,Nulla ut erat id mauris vulputate elementum. Nullam varius.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",177
378,premium,residential,active,2016-11-16 15:07,2017-12-07 05:02,,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.","In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",178
379,premium,residential,active,2019-05-22 15:13,2018-02-05 20:54,,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",Fusce posuere felis sed lacus.,179
380,standard,residential,active,2017-10-31 09:40,2018-05-26 18:18,,Nulla nisl.,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",180
381,premium,commercial,active,2017-02-17 03:09,2018-12-23 09:08,,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",,181
382,excelium,residential,active,2019-06-12 17:20,2018-08-11 21:54,,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.",182
383,premium,commercial,active,2016-11-29 20:47,2018-01-20 14:55,,Nulla suscipit ligula in lacus.,Fusce posuere felis sed lacus.,183
384,premium,corporate,active,2019-05-18 09:51,2017-11-15 04:48,,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,184
385,standard,commercial,active,2017-10-31 06:08,2018-02-01 01:57,,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,185
386,premium,commercial,active,2017-06-27 08:32,2018-05-07 18:52,,Donec dapibus. Duis at velit eu est congue elementum.,Donec posuere metus vitae ipsum.,186
387,standard,residential,active,2019-05-14 13:24,2018-02-23 17:53,,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",187
388,standard,corporate,active,2016-08-17 14:15,2019-04-25 11:32,,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",,188
389,standard,corporate,active,2018-05-19 05:35,2018-12-26 21:11,,Maecenas tincidunt lacus at velit.,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",189
390,excelium,residential,active,2018-02-14 11:08,2018-03-18 04:09,,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,190
391,standard,residential,active,2019-05-12 18:05,2018-10-26 10:01,,Nulla nisl.,Vivamus vel nulla eget eros elementum pellentesque.,191
392,premium,commercial,active,2016-10-01 03:55,2019-01-17 17:59,,Nam nulla.,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,192
393,premium,residential,active,2016-09-17 05:20,2018-12-07 22:52,,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.","Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",193
394,premium,commercial,active,2018-07-16 02:43,2018-11-27 13:49,,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.","Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",194
395,premium,corporate,active,2018-03-15 10:22,2017-08-25 19:54,,Curabitur in libero ut massa volutpat convallis.,Morbi a ipsum.,195
396,excelium,residential,active,2018-02-09 17:16,2019-02-17 10:29,,Etiam vel augue.,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",196
397,excelium,corporate,active,2017-10-14 18:36,2018-05-24 05:37,,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,,197
398,standard,commercial,active,2018-03-25 06:55,2018-10-08 15:50,,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.","Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",198
399,standard,commercial,active,2017-09-06 23:14,2019-04-24 01:03,,In hac habitasse platea dictumst.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",199
400,standard,corporate,active,2018-04-01 08:03,2017-09-26 04:24,,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,Pellentesque eget nunc.,200
